step,population,ai_generation,U_sys,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate,L_t,H_N,H_E,Theta_tech,Psi_inst,resource_level,constraint_level,runaway_term
310,43,2,47.11213625372748,42583.58665103035,36.039269943012286,42619.62592097337,0.5843982858031267,0.9232001331380775,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
311,39,2,44.11459094649563,42629.20001463046,35.68067361819822,42664.88068824866,0.5469736923235033,0.9388509366583914,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
312,41,2,43.98623801230312,42673.25042910986,35.325643753407,42708.57607286327,0.545413674411697,0.8921738243381472,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
313,42,2,45.766466290681585,42718.12678126135,34.9741481696729,42753.10092943103,0.5677105150497662,0.9086601810553129,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
314,45,2,49.6700153641145,42765.845022088746,34.626150251949035,42800.471172340694,0.6165484914216125,0.9350042425856263,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
315,47,2,51.77048694715139,42816.56527324438,34.2816146446797,42850.846887889056,0.642847513592883,0.9492694859885582,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
316,48,2,52.12478153942047,42868.51290748766,33.94050689674205,42902.4534143844,0.6473188454657819,0.949997459540186,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
317,48,2,51.07836339974007,42920.11447995724,33.60279275357752,42953.71727271082,0.6342808085882377,0.930760769750083,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
318,48,2,50.52312209336876,42970.9152227038,33.268439057740835,43004.18366176154,0.6273820749649395,0.9175579282691847,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
319,45,2,46.60489245425065,43019.47922997761,32.93741177367929,43052.41664175129,0.5784454715752502,0.8865565776111616,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
320,43,2,47.10678632401942,43066.335069366745,32.60967988130465,43098.94474924805,0.5847601128302736,0.9197907255208784,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
321,43,2,46.679030629312805,43113.22797784341,32.28520839976407,43145.51318624317,0.5794537074557592,0.9305934720129111,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
322,45,2,48.84187395450307,43160.988430135316,31.96396528380754,43192.952395419125,0.6065294719370267,0.9338588345964279,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
323,42,2,46.44871288816002,43208.633723556646,31.64591837425217,43240.2796419309,0.5766546410305343,0.9276852735461779,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
324,42,2,46.59640958754031,43255.156284794495,31.33103610271562,43286.48732089721,0.5785402171254914,0.9223303373698898,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
325,42,2,47.85417191945037,43302.38157554799,31.019287416537715,43333.400862964525,0.5943012487340628,0.9371255269116056,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
326,42,2,47.77685699680541,43350.19709000611,30.710640252350935,43380.90773025846,0.5933733926200785,0.9326897575061492,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
327,43,2,48.13487922875224,43398.152958118895,30.4050639507285,43428.55802206962,0.5978868854438785,0.9180261831920086,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
328,45,2,49.3951847077165,43446.91799008713,30.1025281274177,43477.02051821455,0.6136785690594726,0.9012219306373818,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
329,47,2,52.49350557022149,43497.8623352261,29.80300350975474,43527.66533873585,0.6524451081290954,0.925481230505092,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
330,47,2,53.87796792706664,43551.04807197474,29.506459153353298,43580.554531128095,0.669787988893384,0.9484857530517125,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
331,48,2,55.10334964761176,43605.538730762084,29.212864998084996,43634.75159576017,0.6851419981351914,0.949412046422743,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
332,48,2,55.514935534721175,43660.847873353254,28.922192208077963,43689.77006556133,0.6903231671966062,0.9530856693440829,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
333,48,2,54.517347255223214,43715.86401474823,28.63441114485068,43744.49842589308,0.6778892653423886,0.9311467715670019,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
334,49,2,55.594140020285096,43770.919758385986,28.349494129197772,43799.26925251519,0.6913848205848362,0.937836450647358,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
335,50,2,56.071409447728314,43826.752533119994,28.067411845157043,43854.81994496515,0.6973859665570168,0.9326345995996674,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
336,50,2,57.0370818510066,43883.30677876936,27.788136697730238,43911.09491546709,0.7094918049939367,0.9461836936356963,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
337,48,2,54.326282096582304,43938.98846074315,27.511640009515375,43966.500100752666,0.6756412869793467,0.9405798118839965,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
338,50,2,55.777618708752684,43994.04041114582,27.237894482613108,44021.27830562843,0.693817262417881,0.9336173509187158,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
339,48,2,54.7385636195612,44049.298502309975,26.96687308589033,44076.265375395866,0.6808629139285381,0.9431098323266924,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
340,50,2,56.66766819226589,44105.00161821589,26.69854830487181,44131.70016652076,0.7050103206015631,0.9479021321253097,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
341,47,2,53.50776466043831,44160.08933464224,26.432893191413005,44186.52222783365,0.66554463632393,0.9414647738703079,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
342,48,2,54.00749455781542,44213.84696425137,26.169881251773052,44240.01684550314,0.6718241590969315,0.927693647118463,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
343,46,2,52.62486693950692,44267.16314500003,25.9094866384171,44293.072631638446,0.6545738178174063,0.9306721096889916,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
344,46,2,51.79931704961526,44319.37523699459,25.651682628316774,44345.026919622906,0.64428665129886,0.914190375414607,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
345,44,2,51.81976844965902,44371.184779744224,25.396444684795014,44396.58122442902,0.6445741849826856,0.9448409403732773,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
346,46,2,52.450723363259755,44423.32002565068,25.143745307596003,44448.46377095828,0.6524927426743292,0.9156410248593134,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
347,46,2,54.33237140055898,44476.71157303259,24.893561386516875,44501.60513441911,0.6760446621115399,0.9448278816153752,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
348,49,2,56.7048554232624,44532.2301864445,24.645866134797107,44556.876052579304,0.7057317546810408,0.9346604755626536,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
349,49,2,58.02949545870855,44589.59736188549,24.400635893980873,44613.99799777947,0.7223204444512453,0.947707051088018,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
350,48,2,57.58843753244268,44647.40632838107,24.157845714384642,44671.56417409545,0.7168375491906214,0.9600101313285084,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
351,53,2,60.123847186806756,44706.262470740694,23.917470616819354,44730.17994135751,0.7485603130533278,0.9291917406299404,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
352,54,2,60.898171166583786,44766.77347991739,23.67948785954097,44790.45296777693,0.7582691337253523,0.9322152380409041,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
353,56,2,63.47462410806933,44828.95987755472,23.443873174912387,44852.40375072963,0.7905043241115597,0.9415788995699788,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
354,58,2,66.55931120044278,44893.97684520898,23.2106029799246,44917.1874481889,0.8290921609095239,0.956520570278693,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
355,61,2,68.76154558569812,44961.63727360205,22.979653463235998,44984.61692706528,0.8566490349891538,0.9465442009110074,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
356,59,2,65.81004741111597,45028.923070100456,22.751001897138877,45051.67407199759,0.8197838027701102,0.934491608471474,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
357,58,2,66.07180724336672,45094.863997427696,22.52462571779439,45117.38862314549,0.823084103463464,0.9389733853558566,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
358,58,2,66.38677880522371,45161.093290451994,22.300502132907145,45183.3937925849,0.827049266620184,0.950871876585567,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
359,55,2,63.58483136510408,45226.079095537156,22.078608601592546,45248.15770413875,0.792052565504452,0.9623027906744166,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
360,54,2,62.817846317172965,45289.28043437829,21.85892287076011,45311.13935724905,0.7824926855750696,0.9688088515918886,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
361,55,2,63.2538617086779,45352.316288391215,21.64142281716175,45373.95771120838,0.7879700842663485,0.9593965404761037,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
362,57,2,64.48442239578634,45416.185430443446,21.426086938284456,45437.61151738173,0.8033790534171559,0.9509524607276865,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
363,59,2,64.67329060646122,45480.76428694457,21.21289364974979,45501.97718059432,0.8057665673878773,0.9400700235105811,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
364,58,2,64.91278342493639,45545.55732396027,21.001822013831614,45566.5591459741,0.8087866122133706,0.9525237649486009,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
365,58,2,64.90855017695547,45610.467990761215,20.792850542419085,45631.260841303636,0.8087598121766005,0.9630552208134839,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
366,58,2,62.74253452715044,45674.29353311327,20.58595764676347,45694.87949076003,0.7817104317639957,0.9232545016010325,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
367,56,2,61.46776932222952,45736.39868503796,20.381124217209738,45756.77980925517,0.7658014200823057,0.9417845754870235,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
368,55,2,60.77181327021584,45797.51847633418,20.17832873859529,45817.69680507278,0.7571272932548279,0.9485653888338156,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
369,56,2,60.88691344599723,45858.34783969229,19.97755083742177,45878.32539052971,0.758591153065387,0.9360804911314728,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
370,59,2,63.65696516329079,45920.61977899693,19.77877090689367,45940.398549903824,0.7932417342619524,0.937613285614614,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
371,58,2,63.70257328062455,45984.299548218885,19.58196908887218,46003.88151730776,0.7938364277079966,0.9552307058457744,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
372,60,2,65.72218095662045,46049.01192533751,19.387125248397794,46068.399050585904,0.8191059427357701,0.9557942088896377,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
373,58,2,63.58228590007859,46113.66415876586,19.194220029992447,46132.85837879585,0.7923813041867894,0.9483098616358299,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
374,57,2,62.103432937149314,46176.50701818447,19.003234292392236,46195.510252476866,0.7739194709154377,0.9439950386012904,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
375,56,2,60.94463846552744,46238.03105388581,18.814148920368243,46256.84520280618,0.7594581402742514,0.9416130365060734,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
376,56,2,61.03585224281855,46299.02129923998,18.626945148246023,46317.64824438823,0.760621710301048,0.9522029757662608,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
377,57,2,61.043073231250446,46360.060761977016,18.44160371073221,46378.502365687746,0.760735150380938,0.9339519837775596,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
378,55,2,59.61559858139666,46420.39009788334,18.258106824266754,46438.648204707606,0.7429146034801636,0.9444950120763181,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
379,57,2,60.86595347510051,46480.63087391159,18.07643550690772,46498.707309418496,0.7585667932664412,0.9351888585554755,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
380,58,2,60.309265804986815,46541.21848355164,17.896571823782445,46559.11505537542,0.7516306687830986,0.9240170143761959,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
381,59,2,62.36014562678891,46602.55318926753,17.718498234443143,46620.27168750197,0.7772889791271007,0.9457680385482182,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
382,56,2,60.21745411234587,46663.841989137094,17.542196402432953,46681.38418553953,0.7505272977405779,0.9599393382651921,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
383,55,2,58.65395687023113,46723.277694628385,17.367648415035465,46740.64534304342,0.7310053605233541,0.9418819326859542,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
384,54,2,57.745116068674,46781.47723109784,17.19483746337542,46798.67206856121,0.7196664215206798,0.9449840546728665,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
385,53,2,55.86575561543932,46838.28266693989,17.023745731085796,46855.30641267098,0.6961957526419369,0.9251911845823918,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
386,48,2,53.2108851556412,46892.82098732543,16.854356872491906,46909.67534419792,0.6630309514081933,0.9452525239984267,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
387,49,2,53.58443412367035,46946.218646965084,16.686653147934823,46962.905300113016,0.6677212912358004,0.9391557478255588,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
388,45,2,50.5142182714082,46998.26797316263,16.520618390857617,47014.788591553486,0.629364241756396,0.9579690411605337,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
389,45,2,49.61661678005348,47048.333390688356,16.35623520376829,47064.689625892126,0.6181647535741019,0.9328339154042145,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
390,48,2,52.17058605209034,47099.22699210443,16.193487877731545,47115.42047998216,0.650109796860766,0.9271493695637533,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
391,49,2,54.267588356004794,47152.44607930847,16.032360059879906,47168.47843936835,0.6763425301861978,0.9339514342272567,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
392,51,2,56.71756364216014,47207.93865530755,15.872835495291113,47223.811490802844,0.7069872360849606,0.9413424536534748,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
393,50,2,57.18202696633953,47264.888450611805,15.714898312688701,47280.603348924495,0.7128127768897268,0.9568824354106986,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
394,53,2,58.96340824874055,47322.96116821934,15.55853225399178,47338.519700473335,0.7350996548430283,0.9377015879162137,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
395,53,2,58.11099046955654,47381.49836757849,15.403722069485632,47396.90208964798,0.7244637663435445,0.9196119960110677,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
396,53,2,59.517828266589525,47440.312776946565,15.250452824081478,47455.56322977065,0.7420684254015437,0.9517575931651224,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
397,50,2,56.94134556030815,47498.54236386001,15.098708208708707,47513.64107206872,0.7098812816594291,0.9446716011171786,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
398,50,2,56.49648573164471,47555.26127950599,14.948473455714863,47570.2097529617,0.7043393036176057,0.9355765090151694,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
399,52,2,58.86601690612723,47612.942530824876,14.799733789089201,47627.74226461397,0.73397710470654,0.9479892284233766,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
400,52,2,58.177021493406045,47671.46405002464,14.65247384161261,47686.11652386625,0.725383054484457,0.9348468133051149,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
401,50,2,56.75851505133257,47728.93181829701,14.506679338021472,47743.438497635034,0.7076699009186563,0.9394107823274457,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
402,47,2,53.992717186673666,47784.30743441601,14.362335524032762,47798.66976994005,0.6731153801288374,0.9450653109505618,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
403,46,2,52.10007682690224,47837.3538314228,14.219427724503195,47851.5732591473,0.6494751870637309,0.927962533597777,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
404,47,2,52.59187487232279,47889.69980727241,14.077942037377417,47903.77774930979,0.6556403648589318,0.9262749076126573,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
405,46,2,51.73900365399371,47941.86524653557,13.937864109952313,47955.803110645524,0.6449969601799329,0.920044733143015,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
406,45,2,51.322240077441684,47993.39586840129,13.799180166435699,48007.19504856773,0.639804732067324,0.9321323275109792,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
407,42,2,47.508949230644575,48042.81146305533,13.661875813025812,48056.47333886836,0.5921556476254576,0.9105980798067856,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
408,43,2,47.325381798921974,48090.22862857011,13.525937667248067,48103.75456623736,0.5898780503277825,0.890442575699672,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
409,43,2,48.969601134063694,48138.376120036606,13.391352778971923,48151.767472815576,0.6104476480665609,0.9341947842517718,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
410,41,2,46.530282030119416,48186.1260616187,13.258106511346238,48199.38416813005,0.5799727410720209,0.9257253616461149,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
411,39,2,45.27815664983371,48232.03028095868,13.12618636409326,48245.15646732277,0.5643376146482733,0.9489296738590653,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
412,43,2,47.995798575601576,48278.6672585714,12.995578445206332,48291.6628370166,0.59832455921479,0.9291379261514462,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
413,44,2,48.88971908762352,48327.11001740301,12.866270262634421,48339.97628766564,0.6095147584290986,0.9273681660803018,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
414,43,2,46.84041070870598,48374.97508230117,12.738248520085204,48387.71333082126,0.5839143509848564,0.9047716238744299,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
415,44,2,49.73105936587326,48423.26081733846,12.61150114171524,48435.87231848017,0.6200633800246572,0.9383948994492163,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
416,44,2,48.68442451946008,48472.46855928112,12.486014500162534,48484.95457378129,0.6069961023460524,0.9263071145218417,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
417,42,2,46.416193000452374,48520.01886804108,12.361776477270402,48532.38064451835,0.578658670671357,0.9150288088376141,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
418,43,2,48.658316408439774,48567.556122745525,12.238774904597934,48579.79489765012,0.6067006523461993,0.9327056280039849,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
419,43,2,48.525827549014856,48616.14819472425,12.116996991323324,48628.265191715574,0.6050597630752541,0.9249290093667198,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
420,39,2,44.40853342623179,48662.61537521187,11.996430847421646,48674.61180605929,0.5536085265036226,0.923860312011668,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
421,38,2,40.88997303950938,48705.26462844474,11.877064088878793,48717.141692533616,0.5096413422264795,0.8930512914799854,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
422,40,2,44.04180684744133,48747.73051838821,11.758885573283655,48759.489403961496,0.5490541271043627,0.9206458295155147,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
423,41,2,45.68386935345426,48792.59335648866,11.641882816587172,48804.23523930524,0.5695945808652444,0.9336023171634706,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
424,43,2,48.16737414715222,48839.518978238964,11.526044206999119,48851.045022445964,0.6006529465167639,0.9409077437049471,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
425,44,2,49.24210134893418,48888.223715987006,11.411358130869385,48899.635074117876,0.6141014075267437,0.938424805444154,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
426,45,2,49.668101476070944,48937.67881739951,11.297813172972013,48948.97663057248,0.6194406183985991,0.9325567171538298,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
427,43,2,47.14909083396462,48986.087413554524,11.185397987568852,48997.27281154209,0.587966960636532,0.9244105136005352,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
428,41,2,44.25230219533705,49031.788110069174,11.074101262664717,49042.86221133184,0.5517709301448894,0.9056206814378209,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
429,43,2,47.16752304532372,49077.498022689506,10.963912274105375,49088.46193496361,0.5882250493140602,0.9251946165208842,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
430,43,2,44.75712133947154,49123.4603448819,10.854819143483363,49134.315164025385,0.5581086073952739,0.8795275890775945,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
431,41,2,45.52501601733868,49168.60141356031,10.746812250926368,49179.348225811234,0.5677207974314527,0.9233626835508895,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
432,42,2,46.52686727739814,49214.62735520768,10.639879752397041,49225.267234960076,0.5802573329166789,0.9324300207792775,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
433,42,2,45.9604901244775,49260.87103390862,10.534011145629838,49271.40504505425,0.573190835963451,0.9279169009798587,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
434,44,2,48.083505828918334,49307.893031885316,10.429196100388761,49318.32222798571,0.5997416950904988,0.9436264506195939,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
435,39,2,42.08379779628254,49352.97668369792,10.325423685128909,49363.302107383046,0.5247581351345637,0.9194012073569027,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
436,37,2,39.31626924358022,49393.67671721785,10.222683883420986,49403.89940110127,0.49017678807993165,0.9038673140111755,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
437,36,2,39.974058175319065,49433.3218809273,10.12096675571001,49443.442847683014,0.4984118718883592,0.9410415153358633,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
438,38,2,41.13668826449568,49473.877254147206,10.02026137492946,49483.897515522134,0.5129573771500445,0.9300097334497436,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
439,41,2,42.95815555735373,49515.92467605813,9.920558019571283,49525.8452340777,0.5357382440491323,0.9177852822486805,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
440,42,2,43.2937108456676,49559.05060925964,9.821846756548572,49568.872456016186,0.5399450381902716,0.9094331483623265,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
441,41,2,43.95802690642624,49602.67647813569,9.724117889793582,49612.40059602549,0.5482612183958326,0.9290862793377506,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
442,41,2,43.809467319181266,49646.5602252485,9.627361284335763,49656.18758653283,0.5464163143281172,0.9268234918215609,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
443,41,2,43.49804415502622,49690.2139809856,9.531567380175535,49699.745548365776,0.5425354924689402,0.9184182624337653,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
444,41,2,44.15910868916597,49734.042557407694,9.436726790231075,49743.47928419793,0.5508106701065658,0.9314900501169334,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
445,42,2,44.34093566580864,49778.292579585184,9.342829688785883,49787.63540927397,0.5530952562490297,0.9167174500472693,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
446,45,2,47.700777856969886,49824.31343634657,9.249867152691785,49833.563303499264,0.5951050002627647,0.9425074353519812,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
447,45,2,47.89851352009524,49872.1130820351,9.157829442852265,49881.27091147796,0.5975882066683549,0.94345945292051,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
448,44,2,46.268491274499745,49919.1965844324,9.066707360358137,49928.26329179276,0.5772242771842171,0.9194202261858514,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
449,43,2,44.47543049108842,49964.5685453152,8.976492028202948,49973.5450373434,0.5548222424269945,0.9065584656368182,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
450,43,2,44.742061413879256,50009.17729126768,8.887174431245748,50018.06446569893,0.5581663027977287,0.905239491384715,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
451,40,2,41.58635151631469,50052.34149773278,8.798745584713581,50061.14024331749,0.5187308805395416,0.9077137331943962,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
452,38,2,41.767316476948444,50094.01833172941,8.711196782303016,50102.72952851171,0.5210038812716019,0.9356289560230239,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
453,38,2,41.449750514331875,50135.626865225044,8.624518888099388,50144.251384113144,0.5170451336852941,0.9295019526141949,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
454,41,2,44.13376910237894,50178.4186250334,8.538703479575513,50186.95732851298,0.5506061792130491,0.9276029724521412,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
455,42,2,44.59734553444165,50222.78418235181,8.453741904405083,50231.23792425622,0.5564115232918544,0.9185748658848903,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
456,43,2,46.67817918743995,50268.421944712754,8.369625904701342,50276.79157061745,0.5824325153666892,0.9413344504037955,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
457,46,2,49.66009070784439,50316.59107966039,8.286346815817982,50324.87742647621,0.6197169079133679,0.9552816340961118,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
458,44,2,46.35106102286307,50364.59665552575,8.203896153848513,50372.8005516796,0.5783642480071243,0.9320916130675463,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
459,41,2,43.3421477016101,50409.44325988799,8.122265997843717,50417.56552588583,0.5407629412349406,0.9277699345618732,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
460,41,2,42.50239793276879,50452.365532705175,8.041447998645456,50460.40698070382,0.5302761513856207,0.9105931213597155,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
461,42,2,43.75906913200674,50495.49626623756,7.96143427550798,50503.45770051307,0.5459945818880441,0.9141642292446102,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
462,40,2,43.35407381991252,50539.05283771352,7.882216717736029,50546.935054431255,0.5409420272238139,0.9204608634502721,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
463,40,2,44.90225288874931,50583.18100106785,7.803787532865126,50590.98478860072,0.5603041056231913,0.9531811797639833,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
464,45,2,49.456343447538806,50630.360299235996,7.726138515953851,50638.08643775195,0.6172400905045875,0.9469059295082692,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
465,45,2,48.71897823540937,50679.44796007747,7.649262056690649,50687.097222134165,0.6080326192439689,0.9291374370846919,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
466,46,2,49.93601924928428,50728.77545881982,7.573150654256184,50736.34860947408,0.6232551824251028,0.9340376851719062,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
467,45,2,48.77944107099755,50778.13318897996,7.497796534959174,50785.63098551492,0.6088073386173057,0.9319489401874559,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
468,47,2,50.17787064338048,50827.61184483715,7.42319215533525,50835.035036992485,0.6262970832004714,0.9212918981133218,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
469,48,2,52.31204856741457,50878.85680444255,7.349330243048528,50886.2061346856,0.6529836006879278,0.9370360017601497,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
470,49,2,52.47517412937749,50931.25041579094,7.276203119882202,50938.52661891082,0.6550318221983726,0.9245737929249533,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
471,48,2,51.72928002229031,50983.352642866776,7.203803825355889,50990.556446692135,0.6457171598025498,0.9511755086855637,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
472,46,2,48.6015912122273,51033.518078484034,7.1321246409395425,51040.65020312498,0.6066299224016989,0.9238304198980698,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
473,46,2,48.86469600407087,51082.251222092185,7.061158830700659,51089.312380922885,0.6099276100874588,0.9268688520143211,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
