job,arm,defense_arm,seed,steps_completed,end_reason,steps_ge_50_above_g_star,sustained_hazard,hazard_confirmation_step,veto_entry_step,consensus_entry_step,final_population,recorded_steps,heartbeat_count,raw_log,audit_file,defended_successor_commits_exploratory
M4_OFF_1835087606,M4,OFF,1835087606,233,extinction,167,True,74,null,null,0,233,233,drift_defense_run_M4_OFF_1835087606_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087606_audit_attempt1.json,0
M4_OFF_1835087607,M4,OFF,1835087607,164,extinction,100,True,74,null,null,0,164,164,drift_defense_run_M4_OFF_1835087607_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087607_audit_attempt1.json,0
M4_OFF_1835087608,M4,OFF,1835087608,219,extinction,162,True,65,null,null,0,219,219,drift_defense_run_M4_OFF_1835087608_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087608_audit_attempt1.json,0
M4_OFF_1835087609,M4,OFF,1835087609,158,extinction,95,True,72,null,null,0,158,158,drift_defense_run_M4_OFF_1835087609_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087609_audit_attempt1.json,0
M4_OFF_1835087610,M4,OFF,1835087610,183,extinction,119,True,72,null,null,0,183,183,drift_defense_run_M4_OFF_1835087610_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087610_audit_attempt1.json,0
M4_OFF_1835087611,M4,OFF,1835087611,244,extinction,183,True,69,null,null,0,244,244,drift_defense_run_M4_OFF_1835087611_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087611_audit_attempt1.json,0
M4_OFF_1835087612,M4,OFF,1835087612,194,extinction,127,True,75,null,null,0,194,194,drift_defense_run_M4_OFF_1835087612_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087612_audit_attempt1.json,0
M4_OFF_1835087613,M4,OFF,1835087613,185,extinction,121,True,73,null,null,0,185,185,drift_defense_run_M4_OFF_1835087613_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087613_audit_attempt1.json,0
M4_OFF_1835087614,M4,OFF,1835087614,277,extinction,222,True,64,null,null,0,277,277,drift_defense_run_M4_OFF_1835087614_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087614_audit_attempt1.json,0
M4_OFF_1835087615,M4,OFF,1835087615,155,extinction,93,True,71,null,null,0,155,155,drift_defense_run_M4_OFF_1835087615_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087615_audit_attempt1.json,0
M4_OFF_1835087616,M4,OFF,1835087616,218,extinction,153,True,73,null,null,0,218,218,drift_defense_run_M4_OFF_1835087616_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087616_audit_attempt1.json,0
M4_OFF_1835087617,M4,OFF,1835087617,203,extinction,137,True,74,null,null,0,203,203,drift_defense_run_M4_OFF_1835087617_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087617_audit_attempt1.json,0
M4_OFF_1835087618,M4,OFF,1835087618,252,extinction,191,True,69,null,null,0,252,252,drift_defense_run_M4_OFF_1835087618_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087618_audit_attempt1.json,0
M4_OFF_1835087619,M4,OFF,1835087619,230,extinction,169,True,69,null,null,0,230,230,drift_defense_run_M4_OFF_1835087619_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087619_audit_attempt1.json,0
M4_VETO_1835087600,M4,VETO,1835087600,300,step_limit,2,False,null,63,null,377,300,300,drift_defense_run_M4_VETO_1835087600_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087600_audit_attempt1.json,0
M4_VETO_1835087601,M4,VETO,1835087601,300,step_limit,19,True,272,60,null,10,300,300,drift_defense_run_M4_VETO_1835087601_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087601_audit_attempt1.json,0
M4_VETO_1835087602,M4,VETO,1835087602,300,step_limit,239,True,69,61,null,314,300,300,drift_defense_run_M4_VETO_1835087602_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087602_audit_attempt1.json,0
M4_VETO_1835087603,M4,VETO,1835087603,300,step_limit,236,True,72,58,null,202,300,300,drift_defense_run_M4_VETO_1835087603_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087603_audit_attempt1.json,0
M4_VETO_1835087604,M4,VETO,1835087604,300,step_limit,0,False,null,55,null,401,300,300,drift_defense_run_M4_VETO_1835087604_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087604_audit_attempt1.json,0
M4_VETO_1835087605,M4,VETO,1835087605,300,step_limit,242,True,66,61,null,294,300,300,drift_defense_run_M4_VETO_1835087605_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087605_audit_attempt1.json,0
M4_VETO_1835087606,M4,VETO,1835087606,300,step_limit,0,False,null,55,null,300,300,300,drift_defense_run_M4_VETO_1835087606_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087606_audit_attempt1.json,0
M4_VETO_1835087607,M4,VETO,1835087607,300,step_limit,238,True,70,63,null,387,300,300,drift_defense_run_M4_VETO_1835087607_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087607_audit_attempt1.json,0
M4_VETO_1835087608,M4,VETO,1835087608,131,extinction,74,True,65,60,null,0,131,131,drift_defense_run_M4_VETO_1835087608_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087608_audit_attempt1.json,0
M4_VETO_1835087609,M4,VETO,1835087609,300,step_limit,233,True,75,61,null,329,300,300,drift_defense_run_M4_VETO_1835087609_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087609_audit_attempt1.json,0
M4_VETO_1835087610,M4,VETO,1835087610,300,step_limit,240,True,68,57,null,332,300,300,drift_defense_run_M4_VETO_1835087610_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087610_audit_attempt1.json,0
M4_VETO_1835087611,M4,VETO,1835087611,132,extinction,71,True,69,62,null,0,132,132,drift_defense_run_M4_VETO_1835087611_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087611_audit_attempt1.json,0
M4_VETO_1835087612,M4,VETO,1835087612,300,step_limit,0,False,null,29,null,170,300,300,drift_defense_run_M4_VETO_1835087612_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087612_audit_attempt1.json,0
M4_VETO_1835087613,M4,VETO,1835087613,300,step_limit,236,True,72,57,null,287,300,300,drift_defense_run_M4_VETO_1835087613_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087613_audit_attempt1.json,0
M4_VETO_1835087614,M4,VETO,1835087614,300,step_limit,9,False,null,59,null,89,300,300,drift_defense_run_M4_VETO_1835087614_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087614_audit_attempt1.json,0
M4_VETO_1835087615,M4,VETO,1835087615,300,step_limit,0,False,null,53,null,271,300,300,drift_defense_run_M4_VETO_1835087615_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087615_audit_attempt1.json,0
M4_VETO_1835087616,M4,VETO,1835087616,254,extinction,189,True,73,68,null,0,254,254,drift_defense_run_M4_VETO_1835087616_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087616_audit_attempt1.json,0
M4_VETO_1835087617,M4,VETO,1835087617,300,step_limit,206,True,80,58,null,33,300,300,drift_defense_run_M4_VETO_1835087617_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087617_audit_attempt1.json,0
M4_VETO_1835087618,M4,VETO,1835087618,300,step_limit,242,True,66,56,null,267,300,300,drift_defense_run_M4_VETO_1835087618_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087618_audit_attempt1.json,0
M4_VETO_1835087619,M4,VETO,1835087619,300,step_limit,0,False,null,58,null,310,300,300,drift_defense_run_M4_VETO_1835087619_steps_attempt1.csv,drift_defense_run_M4_VETO_1835087619_audit_attempt1.json,0
M4_GRADED_1835087600,M4,GRADED,1835087600,300,step_limit,2,False,null,63,67,282,300,300,drift_defense_run_M4_GRADED_1835087600_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087600_audit_attempt1.json,0
M4_GRADED_1835087601,M4,GRADED,1835087601,300,step_limit,0,False,null,60,66,269,300,300,drift_defense_run_M4_GRADED_1835087601_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087601_audit_attempt1.json,0
M4_GRADED_1835087602,M4,GRADED,1835087602,300,step_limit,21,True,69,61,72,320,300,300,drift_defense_run_M4_GRADED_1835087602_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087602_audit_attempt1.json,0
M4_GRADED_1835087603,M4,GRADED,1835087603,300,step_limit,27,True,72,58,85,387,300,300,drift_defense_run_M4_GRADED_1835087603_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087603_audit_attempt1.json,0
M4_GRADED_1835087604,M4,GRADED,1835087604,300,step_limit,0,False,null,55,57,304,300,300,drift_defense_run_M4_GRADED_1835087604_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087604_audit_attempt1.json,0
M4_GRADED_1835087605,M4,GRADED,1835087605,300,step_limit,31,True,66,61,80,327,300,300,drift_defense_run_M4_GRADED_1835087605_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087605_audit_attempt1.json,0
M4_GRADED_1835087606,M4,GRADED,1835087606,300,step_limit,0,False,null,55,null,300,300,300,drift_defense_run_M4_GRADED_1835087606_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087606_audit_attempt1.json,0
M4_GRADED_1835087607,M4,GRADED,1835087607,300,step_limit,20,True,70,63,73,348,300,300,drift_defense_run_M4_GRADED_1835087607_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087607_audit_attempt1.json,0
M4_GRADED_1835087608,M4,GRADED,1835087608,300,step_limit,23,True,65,60,66,255,300,300,drift_defense_run_M4_GRADED_1835087608_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087608_audit_attempt1.json,0
M4_GRADED_1835087609,M4,GRADED,1835087609,300,step_limit,29,True,75,61,94,277,300,300,drift_defense_run_M4_GRADED_1835087609_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087609_audit_attempt1.json,0
M4_GRADED_1835087610,M4,GRADED,1835087610,300,step_limit,5,False,null,57,62,302,300,300,drift_defense_run_M4_GRADED_1835087610_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087610_audit_attempt1.json,0
M4_GRADED_1835087611,M4,GRADED,1835087611,300,step_limit,10,True,69,62,63,267,300,300,drift_defense_run_M4_GRADED_1835087611_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087611_audit_attempt1.json,0
M4_GRADED_1835087612,M4,GRADED,1835087612,300,step_limit,0,False,null,29,188,198,300,300,drift_defense_run_M4_GRADED_1835087612_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087612_audit_attempt1.json,0
M4_GRADED_1835087613,M4,GRADED,1835087613,300,step_limit,0,False,null,57,59,260,300,300,drift_defense_run_M4_GRADED_1835087613_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087613_audit_attempt1.json,0
M4_GRADED_1835087614,M4,GRADED,1835087614,300,step_limit,9,False,null,59,63,364,300,300,drift_defense_run_M4_GRADED_1835087614_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087614_audit_attempt1.json,0
M4_GRADED_1835087615,M4,GRADED,1835087615,300,step_limit,0,False,null,53,60,340,300,300,drift_defense_run_M4_GRADED_1835087615_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087615_audit_attempt1.json,0
M4_GRADED_1835087616,M4,GRADED,1835087616,300,step_limit,15,True,73,68,70,282,300,300,drift_defense_run_M4_GRADED_1835087616_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087616_audit_attempt1.json,0
M4_GRADED_1835087617,M4,GRADED,1835087617,300,step_limit,29,True,80,58,96,292,300,300,drift_defense_run_M4_GRADED_1835087617_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087617_audit_attempt1.json,0
M4_GRADED_1835087618,M4,GRADED,1835087618,300,step_limit,3,False,null,56,58,353,300,300,drift_defense_run_M4_GRADED_1835087618_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087618_audit_attempt1.json,0
M4_GRADED_1835087619,M4,GRADED,1835087619,300,step_limit,0,False,null,58,68,268,300,300,drift_defense_run_M4_GRADED_1835087619_steps_attempt1.csv,drift_defense_run_M4_GRADED_1835087619_audit_attempt1.json,0
R02_OFF_1835087600,R02,OFF,1835087600,300,step_limit,5,False,null,null,null,282,300,300,drift_defense_run_R02_OFF_1835087600_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087600_audit_attempt1.json,0
R02_OFF_1835087601,R02,OFF,1835087601,300,step_limit,14,False,null,null,null,287,300,300,drift_defense_run_R02_OFF_1835087601_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087601_audit_attempt1.json,0
R02_OFF_1835087602,R02,OFF,1835087602,300,step_limit,30,False,null,null,null,337,300,300,drift_defense_run_R02_OFF_1835087602_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087602_audit_attempt1.json,0
R02_OFF_1835087603,R02,OFF,1835087603,300,step_limit,75,True,202,null,null,388,300,300,drift_defense_run_R02_OFF_1835087603_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087603_audit_attempt1.json,0
R02_OFF_1835087604,R02,OFF,1835087604,300,step_limit,35,True,135,null,null,343,300,300,drift_defense_run_R02_OFF_1835087604_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087604_audit_attempt1.json,0
R02_OFF_1835087605,R02,OFF,1835087605,300,step_limit,108,True,93,null,null,381,300,300,drift_defense_run_R02_OFF_1835087605_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087605_audit_attempt1.json,0
R02_OFF_1835087606,R02,OFF,1835087606,300,step_limit,41,True,175,null,null,348,300,300,drift_defense_run_R02_OFF_1835087606_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087606_audit_attempt1.json,0
R02_OFF_1835087607,R02,OFF,1835087607,300,step_limit,18,False,null,null,null,257,300,300,drift_defense_run_R02_OFF_1835087607_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087607_audit_attempt1.json,0
R02_OFF_1835087608,R02,OFF,1835087608,300,step_limit,17,True,67,null,null,323,300,300,drift_defense_run_R02_OFF_1835087608_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087608_audit_attempt1.json,0
R02_OFF_1835087609,R02,OFF,1835087609,300,step_limit,64,True,280,null,null,293,300,300,drift_defense_run_R02_OFF_1835087609_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087609_audit_attempt1.json,0
R02_OFF_1835087610,R02,OFF,1835087610,300,step_limit,15,False,null,null,null,301,300,300,drift_defense_run_R02_OFF_1835087610_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087610_audit_attempt1.json,0
R02_OFF_1835087611,R02,OFF,1835087611,300,step_limit,16,False,null,null,null,283,300,300,drift_defense_run_R02_OFF_1835087611_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087611_audit_attempt1.json,0
R02_OFF_1835087612,R02,OFF,1835087612,300,step_limit,12,False,null,null,null,318,300,300,drift_defense_run_R02_OFF_1835087612_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087612_audit_attempt1.json,0
R02_OFF_1835087613,R02,OFF,1835087613,300,step_limit,68,True,90,null,null,329,300,300,drift_defense_run_R02_OFF_1835087613_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087613_audit_attempt1.json,0
R02_OFF_1835087614,R02,OFF,1835087614,300,step_limit,46,True,67,null,null,313,300,300,drift_defense_run_R02_OFF_1835087614_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087614_audit_attempt1.json,0
R02_OFF_1835087615,R02,OFF,1835087615,300,step_limit,7,False,null,null,null,316,300,300,drift_defense_run_R02_OFF_1835087615_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087615_audit_attempt1.json,0
R02_OFF_1835087616,R02,OFF,1835087616,300,step_limit,15,False,null,null,null,375,300,300,drift_defense_run_R02_OFF_1835087616_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087616_audit_attempt1.json,0
R02_OFF_1835087617,R02,OFF,1835087617,300,step_limit,17,False,null,null,null,295,300,300,drift_defense_run_R02_OFF_1835087617_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087617_audit_attempt1.json,0
R02_OFF_1835087618,R02,OFF,1835087618,300,step_limit,45,True,243,null,null,336,300,300,drift_defense_run_R02_OFF_1835087618_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087618_audit_attempt1.json,0
R02_OFF_1835087619,R02,OFF,1835087619,300,step_limit,38,True,106,null,null,286,300,300,drift_defense_run_R02_OFF_1835087619_steps_attempt1.csv,drift_defense_run_R02_OFF_1835087619_audit_attempt1.json,0
R02_VETO_1835087600,R02,VETO,1835087600,300,step_limit,193,True,117,109,null,292,300,300,drift_defense_run_R02_VETO_1835087600_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087600_audit_attempt1.json,0
R02_VETO_1835087601,R02,VETO,1835087601,300,step_limit,8,False,null,202,null,291,300,300,drift_defense_run_R02_VETO_1835087601_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087601_audit_attempt1.json,0
R02_VETO_1835087602,R02,VETO,1835087602,300,step_limit,9,False,null,164,null,363,300,300,drift_defense_run_R02_VETO_1835087602_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087602_audit_attempt1.json,0
R02_VETO_1835087603,R02,VETO,1835087603,300,step_limit,23,False,null,112,null,309,300,300,drift_defense_run_R02_VETO_1835087603_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087603_audit_attempt1.json,0
R02_VETO_1835087604,R02,VETO,1835087604,300,step_limit,158,True,135,152,null,301,300,300,drift_defense_run_R02_VETO_1835087604_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087604_audit_attempt1.json,0
R02_VETO_1835087605,R02,VETO,1835087605,300,step_limit,232,True,93,97,null,284,300,300,drift_defense_run_R02_VETO_1835087605_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087605_audit_attempt1.json,0
R02_VETO_1835087606,R02,VETO,1835087606,300,step_limit,28,True,175,197,null,309,300,300,drift_defense_run_R02_VETO_1835087606_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087606_audit_attempt1.json,0
R02_VETO_1835087607,R02,VETO,1835087607,300,step_limit,139,True,174,166,null,279,300,300,drift_defense_run_R02_VETO_1835087607_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087607_audit_attempt1.json,0
R02_VETO_1835087608,R02,VETO,1835087608,300,step_limit,146,True,67,167,null,322,300,300,drift_defense_run_R02_VETO_1835087608_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087608_audit_attempt1.json,0
R02_VETO_1835087609,R02,VETO,1835087609,300,step_limit,16,False,null,168,null,330,300,300,drift_defense_run_R02_VETO_1835087609_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087609_audit_attempt1.json,0
R02_VETO_1835087610,R02,VETO,1835087610,300,step_limit,6,False,null,224,null,284,300,300,drift_defense_run_R02_VETO_1835087610_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087610_audit_attempt1.json,0
R02_VETO_1835087611,R02,VETO,1835087611,300,step_limit,48,True,199,149,null,339,300,300,drift_defense_run_R02_VETO_1835087611_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087611_audit_attempt1.json,0
R02_VETO_1835087612,R02,VETO,1835087612,300,step_limit,0,False,null,29,null,170,300,300,drift_defense_run_R02_VETO_1835087612_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087612_audit_attempt1.json,0
R02_VETO_1835087613,R02,VETO,1835087613,300,step_limit,27,True,90,163,null,375,300,300,drift_defense_run_R02_VETO_1835087613_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087613_audit_attempt1.json,0
R02_VETO_1835087614,R02,VETO,1835087614,300,step_limit,207,True,67,112,null,328,300,300,drift_defense_run_R02_VETO_1835087614_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087614_audit_attempt1.json,0
R02_VETO_1835087615,R02,VETO,1835087615,300,step_limit,6,False,null,180,null,329,300,300,drift_defense_run_R02_VETO_1835087615_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087615_audit_attempt1.json,0
R02_VETO_1835087616,R02,VETO,1835087616,300,step_limit,89,True,220,210,null,307,300,300,drift_defense_run_R02_VETO_1835087616_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087616_audit_attempt1.json,0
R02_VETO_1835087617,R02,VETO,1835087617,300,step_limit,88,True,228,174,null,296,300,300,drift_defense_run_R02_VETO_1835087617_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087617_audit_attempt1.json,0
R02_VETO_1835087618,R02,VETO,1835087618,300,step_limit,180,True,138,131,null,260,300,300,drift_defense_run_R02_VETO_1835087618_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087618_audit_attempt1.json,0
R02_VETO_1835087619,R02,VETO,1835087619,300,step_limit,20,True,106,115,null,330,300,300,drift_defense_run_R02_VETO_1835087619_steps_attempt1.csv,drift_defense_run_R02_VETO_1835087619_audit_attempt1.json,0
R02_GRADED_1835087600,R02,GRADED,1835087600,300,step_limit,21,True,117,109,119,357,300,300,drift_defense_run_R02_GRADED_1835087600_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087600_audit_attempt1.json,0
R02_GRADED_1835087601,R02,GRADED,1835087601,300,step_limit,8,False,null,202,null,291,300,300,drift_defense_run_R02_GRADED_1835087601_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087601_audit_attempt1.json,0
R02_GRADED_1835087602,R02,GRADED,1835087602,300,step_limit,9,False,null,164,null,363,300,300,drift_defense_run_R02_GRADED_1835087602_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087602_audit_attempt1.json,0
R02_GRADED_1835087603,R02,GRADED,1835087603,300,step_limit,23,False,null,112,null,309,300,300,drift_defense_run_R02_GRADED_1835087603_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087603_audit_attempt1.json,0
R02_GRADED_1835087604,R02,GRADED,1835087604,300,step_limit,49,True,135,152,187,355,300,300,drift_defense_run_R02_GRADED_1835087604_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087604_audit_attempt1.json,0
R02_GRADED_1835087605,R02,GRADED,1835087605,300,step_limit,39,True,93,97,99,322,300,300,drift_defense_run_R02_GRADED_1835087605_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087605_audit_attempt1.json,0
R02_GRADED_1835087606,R02,GRADED,1835087606,300,step_limit,28,True,175,197,null,309,300,300,drift_defense_run_R02_GRADED_1835087606_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087606_audit_attempt1.json,0
R02_GRADED_1835087607,R02,GRADED,1835087607,300,step_limit,16,True,174,166,171,303,300,300,drift_defense_run_R02_GRADED_1835087607_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087607_audit_attempt1.json,0
R02_GRADED_1835087608,R02,GRADED,1835087608,300,step_limit,32,True,67,167,179,362,300,300,drift_defense_run_R02_GRADED_1835087608_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087608_audit_attempt1.json,0
R02_GRADED_1835087609,R02,GRADED,1835087609,300,step_limit,16,False,null,168,223,330,300,300,drift_defense_run_R02_GRADED_1835087609_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087609_audit_attempt1.json,0
R02_GRADED_1835087610,R02,GRADED,1835087610,300,step_limit,6,False,null,224,244,313,300,300,drift_defense_run_R02_GRADED_1835087610_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087610_audit_attempt1.json,0
R02_GRADED_1835087611,R02,GRADED,1835087611,300,step_limit,34,True,199,149,206,345,300,300,drift_defense_run_R02_GRADED_1835087611_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087611_audit_attempt1.json,0
R02_GRADED_1835087612,R02,GRADED,1835087612,300,step_limit,0,False,null,29,188,198,300,300,drift_defense_run_R02_GRADED_1835087612_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087612_audit_attempt1.json,0
R02_GRADED_1835087613,R02,GRADED,1835087613,300,step_limit,27,True,90,163,173,354,300,300,drift_defense_run_R02_GRADED_1835087613_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087613_audit_attempt1.json,0
R02_GRADED_1835087614,R02,GRADED,1835087614,300,step_limit,49,True,67,112,134,386,300,300,drift_defense_run_R02_GRADED_1835087614_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087614_audit_attempt1.json,0
R02_GRADED_1835087615,R02,GRADED,1835087615,300,step_limit,6,False,null,180,187,346,300,300,drift_defense_run_R02_GRADED_1835087615_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087615_audit_attempt1.json,0
R02_GRADED_1835087616,R02,GRADED,1835087616,300,step_limit,30,True,220,210,235,323,300,300,drift_defense_run_R02_GRADED_1835087616_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087616_audit_attempt1.json,0
R02_GRADED_1835087617,R02,GRADED,1835087617,300,step_limit,4,False,null,174,177,281,300,300,drift_defense_run_R02_GRADED_1835087617_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087617_audit_attempt1.json,0
R02_GRADED_1835087618,R02,GRADED,1835087618,300,step_limit,40,True,138,131,157,196,300,300,drift_defense_run_R02_GRADED_1835087618_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087618_audit_attempt1.json,0
R02_GRADED_1835087619,R02,GRADED,1835087619,300,step_limit,20,True,106,115,141,340,300,300,drift_defense_run_R02_GRADED_1835087619_steps_attempt1.csv,drift_defense_run_R02_GRADED_1835087619_audit_attempt1.json,0
R10_OFF_1835087600,R10,OFF,1835087600,300,step_limit,249,True,59,null,null,330,300,300,drift_defense_run_R10_OFF_1835087600_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087600_audit_attempt1.json,0
R10_OFF_1835087601,R10,OFF,1835087601,300,step_limit,244,True,64,null,null,348,300,300,drift_defense_run_R10_OFF_1835087601_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087601_audit_attempt1.json,0
R10_OFF_1835087602,R10,OFF,1835087602,300,step_limit,247,True,61,null,null,342,300,300,drift_defense_run_R10_OFF_1835087602_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087602_audit_attempt1.json,0
R10_OFF_1835087603,R10,OFF,1835087603,300,step_limit,245,True,63,null,null,334,300,300,drift_defense_run_R10_OFF_1835087603_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087603_audit_attempt1.json,0
R10_OFF_1835087604,R10,OFF,1835087604,300,step_limit,247,True,61,null,null,267,300,300,drift_defense_run_R10_OFF_1835087604_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087604_audit_attempt1.json,0
R10_OFF_1835087605,R10,OFF,1835087605,300,step_limit,246,True,62,null,null,302,300,300,drift_defense_run_R10_OFF_1835087605_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087605_audit_attempt1.json,0
R10_OFF_1835087606,R10,OFF,1835087606,300,step_limit,245,True,67,null,null,360,300,300,drift_defense_run_R10_OFF_1835087606_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087606_audit_attempt1.json,0
R10_OFF_1835087607,R10,OFF,1835087607,300,step_limit,245,True,63,null,null,347,300,300,drift_defense_run_R10_OFF_1835087607_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087607_audit_attempt1.json,0
R10_OFF_1835087608,R10,OFF,1835087608,300,step_limit,247,True,61,null,null,321,300,300,drift_defense_run_R10_OFF_1835087608_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087608_audit_attempt1.json,0
R10_OFF_1835087609,R10,OFF,1835087609,300,step_limit,246,True,62,null,null,341,300,300,drift_defense_run_R10_OFF_1835087609_steps_attempt1.csv,drift_defense_run_R10_OFF_1835087609_audit_attempt1.json,0
