absolute_resolution_multiplier,absolute_term_enabled,absolute_term_strength,attack_cost_model,attacker_capability,capability_ratio,cell_index,collapse_severity,committed_resolution_probability,defender_capability,defense_cost_model,defense_failed,derived_capability_ratio,effective_rank,elapsed_seconds,frontier_validator_count,gate,institution_validator_count,measured_rank,merge_rule,outputs_identical,parity_level,rank_axis_unchanged,record_type,replicate,resolution_probability,resolution_probability_difference,seed,two_dial_resolution_probability,validator_set_size
1.0,False,0.22163300225716118,linear,3.16,,,0.0,,3.16,pairwise_exact,False,1.0,4,1.4588e-05,3,gate_2_collapse_control,1,4,threshold_connected_components,,3.16,,curve_run,199,0.5161290322580645,,132567959,,4
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.6845e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,0,0.5871559633027523,,1662031558,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2746e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,1,0.5871559633027523,,1155459592,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2393e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,2,0.5871559633027523,,837947784,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1766e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,3,0.5871559633027523,,1232335642,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1712e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,4,0.5871559633027523,,223547206,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.3952e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,5,0.5871559633027523,,1066358269,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1196e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,6,0.5871559633027523,,1480128887,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1089e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,7,0.5871559633027523,,811329099,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,8,0.5871559633027523,,559810149,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1146e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,9,0.5871559633027523,,811507871,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2294e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,10,0.5871559633027523,,239876112,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.096e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,11,0.5871559633027523,,14761425,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0908e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,12,0.5871559633027523,,1558261313,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0861e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,13,0.5871559633027523,,2006484368,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1207e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,14,0.5871559633027523,,2037228731,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2302e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,15,0.5871559633027523,,1664987348,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.098e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,16,0.5871559633027523,,2042818947,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0967e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,17,0.5871559633027523,,2065234377,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1103e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,18,0.5871559633027523,,899713335,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0855e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,19,0.5871559633027523,,650544461,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2642e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,20,0.5871559633027523,,111485576,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.086e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,21,0.5871559633027523,,94225806,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0792e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,22,0.5871559633027523,,294366902,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1021e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,23,0.5871559633027523,,788081787,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0871e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,24,0.5871559633027523,,1254152176,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2279e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,25,0.5871559633027523,,1471571882,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0904e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,26,0.5871559633027523,,1225766234,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0827e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,27,0.5871559633027523,,537592683,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0721e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,28,0.5871559633027523,,1281820824,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0822e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,29,0.5871559633027523,,721362466,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.049e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,30,0.5871559633027523,,1885593847,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2152e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,31,0.5871559633027523,,984626805,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0672e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,32,0.5871559633027523,,1746710934,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0668e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,33,0.5871559633027523,,965305655,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0563e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,34,0.5871559633027523,,1610261564,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0628e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,35,0.5871559633027523,,1993640244,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,7.1401e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,36,0.5871559633027523,,1522982515,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0589e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,37,0.5871559633027523,,920855940,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0515e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,38,0.5871559633027523,,1432373203,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0379e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,39,0.5871559633027523,,1899181395,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0526e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,40,0.5871559633027523,,2092894968,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1998e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,41,0.5871559633027523,,1881046715,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.047e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,42,0.5871559633027523,,1120621006,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0468e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,43,0.5871559633027523,,1188311971,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0434e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,44,0.5871559633027523,,212759700,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1002e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,45,0.5871559633027523,,1554655346,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0755e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,46,0.5871559633027523,,1781217218,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0992e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,47,0.5871559633027523,,1063456455,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1922e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,48,0.5871559633027523,,1871724970,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.086e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,49,0.5871559633027523,,427084300,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.3323e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,50,0.5871559633027523,,1443911837,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2781e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,51,0.5871559633027523,,1186889010,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1242e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,52,0.5871559633027523,,1900138145,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1116e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,53,0.5871559633027523,,311836287,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1141e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,54,0.5871559633027523,,146602680,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.4122e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,55,0.5871559633027523,,2037975353,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.1331e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,56,0.5871559633027523,,1417455401,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.131e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,57,0.5871559633027523,,1036979567,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0684e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,58,0.5871559633027523,,893852379,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.068e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,59,0.5871559633027523,,926280,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2307e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,60,0.5871559633027523,,736846189,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0759e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,61,0.5871559633027523,,1013992021,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0727e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,62,0.5871559633027523,,1956809039,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0645e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,63,0.5871559633027523,,738057028,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0559e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,64,0.5871559633027523,,2099062479,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2032e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,65,0.5871559633027523,,1754690652,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0704e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,66,0.5871559633027523,,881170981,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0739e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,67,0.5871559633027523,,1422088294,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0843e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,68,0.5871559633027523,,972623405,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0695e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,69,0.5871559633027523,,1855012765,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.4589e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,70,0.5871559633027523,,1567746745,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1206e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,71,0.5871559633027523,,10673224,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0715e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,72,0.5871559633027523,,2074210382,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.4329e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,73,0.5871559633027523,,1441905856,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1041e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,74,0.5871559633027523,,510615246,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2432e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,75,0.5871559633027523,,207544435,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0802e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,76,0.5871559633027523,,1444993779,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0876e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,77,0.5871559633027523,,109478252,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.097e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,78,0.5871559633027523,,2090000596,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.093e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,79,0.5871559633027523,,548166178,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.056e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,80,0.5871559633027523,,106990441,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1826e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,81,0.5871559633027523,,1546755251,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0624e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,82,0.5871559633027523,,2019929263,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0544e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,83,0.5871559633027523,,209450988,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0406e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,84,0.5871559633027523,,1173698588,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0761e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,85,0.5871559633027523,,185833022,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2147e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,86,0.5871559633027523,,219789125,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0951e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,87,0.5871559633027523,,2051435957,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0851e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,88,0.5871559633027523,,922183977,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0676e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,89,0.5871559633027523,,1973008438,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0798e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,90,0.5871559633027523,,1701362039,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2152e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,91,0.5871559633027523,,1224824232,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0791e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,92,0.5871559633027523,,390402711,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0975e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,93,0.5871559633027523,,263644939,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0941e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,94,0.5871559633027523,,1619371942,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0807e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,95,0.5871559633027523,,1814928819,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2032e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,96,0.5871559633027523,,1972401932,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0722e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,97,0.5871559633027523,,1675989113,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0863e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,98,0.5871559633027523,,381106026,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0814e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,99,0.5871559633027523,,116308722,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0844e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,100,0.5871559633027523,,158634930,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0787e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,101,0.5871559633027523,,704386507,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2175e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,102,0.5871559633027523,,358986700,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0886e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,103,0.5871559633027523,,289397121,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0997e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,104,0.5871559633027523,,946647544,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0763e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,105,0.5871559633027523,,787559735,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0867e-05,7,gate_2_collapse_control,1,10,threshold_connected_components,,0.316,,curve_run,106,0.5871559633027523,,1925920663,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.199e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,107,0.5871559633027523,,1276720984,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0856e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,108,0.5871559633027523,,1420654814,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0786e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,109,0.5871559633027523,,1204464295,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0782e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,110,0.5871559633027523,,1403306226,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.098e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,111,0.5871559633027523,,680262390,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.2233e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,112,0.5871559633027523,,1179021441,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.1485e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,113,0.5871559633027523,,1613309741,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0979e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,114,0.5871559633027523,,1398271019,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0911e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,115,0.5871559633027523,,1087937672,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0902e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,116,0.5871559633027523,,1260065022,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.2249e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,117,0.5871559633027523,,20539682,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,True,1.0,8,1.0917e-05,7,gate_2_collapse_control,1,9,threshold_connected_components,,0.316,,curve_run,118,0.5871559633027523,,165067977,,8
1.0,False,0.22163300225716118,linear,0.316,,,0.0,,0.316,pairwise_exact,False,1.0,8,1.0984e-05,7,gate_2_collapse_control,1,8,threshold_connected_components,,0.316,,curve_run,119,0.5871559633027523,,970857069,,8
